INFO 2025-12-16 18:55:45,258 autoreload 17643 8360550528 /Users/ferdinandjohndobli/Documents/ERP | IT Solutions/backend/config/urls.py changed, reloading.
INFO 2025-12-16 18:55:45,629 autoreload 17682 8360550528 Watching for file changes with StatReloader
INFO 2025-12-16 19:04:39,782 autoreload 17830 8360550528 Watching for file changes with StatReloader
INFO 2025-12-16 19:04:42,266 log 17830 6131527680 "GET / HTTP/1.1" 200 140
INFO 2025-12-16 19:04:49,374 log 17830 6131527680 "GET /admin/ HTTP/1.1" 302 0
INFO 2025-12-16 19:04:49,390 log 17830 6131527680 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4084
INFO 2025-12-16 19:04:49,416 log 17830 6148354048 "GET /static/admin/css/dark_mode.css HTTP/1.1" 200 3538
INFO 2025-12-16 19:04:49,417 log 17830 6131527680 "GET /static/admin/css/base.css HTTP/1.1" 200 23100
INFO 2025-12-16 19:04:49,418 log 17830 6182006784 "GET /static/admin/css/login.css HTTP/1.1" 200 951
INFO 2025-12-16 19:04:49,417 log 17830 6198833152 "GET /static/admin/css/responsive.css HTTP/1.1" 200 16194
INFO 2025-12-16 19:04:49,417 log 17830 6165180416 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2810
INFO 2025-12-16 19:04:49,418 log 17830 6215659520 "GET /static/admin/js/theme.js HTTP/1.1" 200 1653
INFO 2025-12-16 19:04:49,419 log 17830 6215659520 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 200 3063
INFO 2025-12-16 19:05:23,523 autoreload 17830 8360550528 /Users/ferdinandjohndobli/Documents/ERP | IT Solutions/backend/core/admin.py changed, reloading.
INFO 2025-12-16 19:05:23,925 autoreload 17873 8360550528 Watching for file changes with StatReloader
INFO 2025-12-16 19:05:29,541 log 17873 6191001600 "GET /admin/ HTTP/1.1" 302 0
INFO 2025-12-16 19:05:29,562 log 17873 6191001600 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4084
INFO 2025-12-16 19:05:33,074 log 17873 6191001600 "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
INFO 2025-12-16 19:05:33,098 log 17873 6191001600 "GET /admin/ HTTP/1.1" 200 20990
INFO 2025-12-16 19:05:33,114 log 17873 6191001600 "GET /static/admin/css/dashboard.css HTTP/1.1" 200 441
INFO 2025-12-16 19:05:33,118 log 17873 6191001600 "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 200 928
INFO 2025-12-16 19:05:33,118 log 17873 6207827968 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 593
INFO 2025-12-16 19:05:33,118 log 17873 6224654336 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 978
INFO 2025-12-16 19:05:40,313 log 17873 6224654336 "GET /admin/authentication/role/add/ HTTP/1.1" 200 21091
INFO 2025-12-16 19:05:40,332 log 17873 6224654336 "GET /static/admin/css/forms.css HTTP/1.1" 200 8844
INFO 2025-12-16 19:05:40,335 log 17873 6258307072 "GET /static/admin/js/core.js HTTP/1.1" 200 6208
INFO 2025-12-16 19:05:40,335 log 17873 6241480704 "GET /static/admin/js/jquery.init.js HTTP/1.1" 200 347
INFO 2025-12-16 19:05:40,336 log 17873 6275133440 "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 200 9777
INFO 2025-12-16 19:05:40,339 log 17873 6224654336 "GET /static/admin/js/actions.js HTTP/1.1" 200 8076
INFO 2025-12-16 19:05:40,341 log 17873 6258307072 "GET /static/admin/js/urlify.js HTTP/1.1" 200 7887
INFO 2025-12-16 19:05:40,342 log 17873 6207827968 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-12-16 19:05:40,343 log 17873 6275133440 "GET /static/admin/js/prepopulate.js HTTP/1.1" 200 1531
INFO 2025-12-16 19:05:40,342 log 17873 6241480704 "GET /static/admin/css/widgets.css HTTP/1.1" 200 11811
INFO 2025-12-16 19:05:40,344 log 17873 6258307072 "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 200 586
INFO 2025-12-16 19:05:40,345 log 17873 6191001600 "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 200 285314
INFO 2025-12-16 19:05:40,347 log 17873 6224654336 "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 200 325171
INFO 2025-12-16 19:05:40,350 log 17873 6224654336 "GET /static/admin/js/change_form.js HTTP/1.1" 200 606
INFO 2025-12-16 19:05:45,402 log 17873 6224654336 "GET /admin/authentication/role/add/ HTTP/1.1" 200 21091
INFO 2025-12-16 19:05:45,422 log 17873 6224654336 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-12-16 19:05:46,904 log 17873 6224654336 "GET /admin/authentication/ HTTP/1.1" 200 7289
INFO 2025-12-16 19:05:49,861 log 17873 6224654336 "GET /admin/authentication/auditlog/ HTTP/1.1" 200 20959
INFO 2025-12-16 19:05:49,878 log 17873 6224654336 "GET /static/admin/css/changelists.css HTTP/1.1" 200 7501
INFO 2025-12-16 19:05:49,878 log 17873 6258307072 "GET /static/admin/img/search.svg HTTP/1.1" 200 607
INFO 2025-12-16 19:05:49,881 log 17873 6191001600 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-12-16 19:05:49,883 log 17873 6258307072 "GET /static/admin/js/filters.js HTTP/1.1" 200 978
INFO 2025-12-16 19:05:51,656 log 17873 6258307072 "GET /admin/authentication/auditlog/ HTTP/1.1" 200 20959
INFO 2025-12-16 19:05:51,674 log 17873 6258307072 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-12-16 19:05:54,273 log 17873 6258307072 "GET /admin/core/attachment/add/ HTTP/1.1" 200 24174
INFO 2025-12-16 19:05:54,290 log 17873 6258307072 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-12-16 19:06:01,675 log 17873 6258307072 "POST /admin/logout/ HTTP/1.1" 200 3479
INFO 2025-12-16 19:06:06,539 log 17873 6258307072 "GET / HTTP/1.1" 200 140
WARNING 2025-12-16 19:06:13,406 log 17873 6258307072 Method Not Allowed: /api/auth/login/
WARNING 2025-12-16 19:06:13,407 log 17873 6258307072 "GET /api/auth/login/ HTTP/1.1" 405 71
WARNING 2025-12-16 19:06:22,262 log 17873 6258307072 Unauthorized: /api/auth/
WARNING 2025-12-16 19:06:22,262 log 17873 6258307072 "GET /api/auth/ HTTP/1.1" 401 89
INFO 2025-12-16 19:06:30,504 log 17873 6258307072 "GET / HTTP/1.1" 200 140
